lon;lat
2.260244;48.884445
2.260244;48.886217
2.260244;48.887989
2.260244;48.889761
2.260244;48.891533
2.260244;48.893305
2.260244;48.895077
2.260244;48.896849
2.260244;48.898620
2.260244;48.900392
2.260244;48.902164
2.260244;48.903935
2.262939;48.815284
2.262939;48.817059
2.262939;48.818833
2.262939;48.820607
2.262939;48.822382
2.262939;48.824156
2.262939;48.825930
2.262939;48.827705
2.262939;48.829479
2.262939;48.831253
2.262939;48.833027
2.262939;48.834801
2.262939;48.836575
2.262939;48.838348
2.262939;48.840122
2.262939;48.841896
2.262939;48.843669
2.262939;48.845443
2.262939;48.847216
2.262939;48.848990
2.262939;48.850763
2.262939;48.852537
2.262939;48.854310
2.262939;48.856083
2.262939;48.857856
2.262939;48.859629
2.262939;48.861402
2.262939;48.863175
2.262939;48.864948
2.262939;48.866721
2.262939;48.868493
2.262939;48.870266
2.262939;48.872039
2.262939;48.873811
2.262939;48.875584
2.262939;48.877356
2.262939;48.879129
2.262939;48.880901
2.262939;48.882673
2.262939;48.884445
2.262939;48.886217
2.262939;48.887989
2.262939;48.889761
2.262939;48.891533
2.262939;48.893305
2.262939;48.895077
2.262939;48.896849
2.262939;48.898620
2.262939;48.900392
2.262939;48.902164
2.262939;48.903935
2.265634;48.815284
2.265634;48.817059
2.265634;48.818833
2.265634;48.820607
2.265634;48.822382
2.265634;48.824156
2.265634;48.825930
2.265634;48.827705
2.265634;48.829479
2.265634;48.831253
2.265634;48.833027
2.265634;48.834801
2.265634;48.836575
2.265634;48.838348
2.265634;48.840122
2.265634;48.841896
2.265634;48.843669
2.265634;48.845443
2.265634;48.847216
2.265634;48.848990
2.265634;48.850763
2.265634;48.852537
2.265634;48.854310
2.265634;48.856083
2.265634;48.857856
2.265634;48.859629
2.265634;48.861402
2.265634;48.863175
2.265634;48.864948
2.265634;48.866721
2.265634;48.868493
2.265634;48.870266
2.265634;48.872039
2.265634;48.873811
2.265634;48.875584
2.265634;48.877356
2.265634;48.879129
2.265634;48.880901
2.265634;48.882673
2.265634;48.884445
2.265634;48.886217
2.265634;48.887989
2.265634;48.889761
2.265634;48.891533
2.265634;48.893305
2.265634;48.895077
2.265634;48.896849
2.265634;48.898620
2.265634;48.900392
2.265634;48.902164
2.265634;48.903935
2.268329;48.815284
2.268329;48.817059
2.268329;48.818833
2.268329;48.820607
2.268329;48.822382
2.268329;48.824156
2.268329;48.825930
2.268329;48.827705
2.268329;48.829479
2.268329;48.831253
2.268329;48.833027
2.268329;48.834801
2.268329;48.836575
2.268329;48.838348
2.268329;48.840122
2.268329;48.841896
2.268329;48.843669
2.268329;48.845443
2.268329;48.847216
2.268329;48.848990
2.268329;48.850763
2.268329;48.852537
2.268329;48.854310
2.268329;48.856083
2.268329;48.857856
2.268329;48.859629
2.268329;48.861402
2.268329;48.863175
2.268329;48.864948
2.268329;48.866721
2.268329;48.868493
2.268329;48.870266
2.268329;48.872039
2.268329;48.873811
2.268329;48.875584
2.268329;48.877356
2.268329;48.879129
2.268329;48.880901
2.268329;48.882673
2.268329;48.884445
2.268329;48.886217
2.268329;48.887989
2.268329;48.889761
2.268329;48.891533
2.268329;48.893305
2.268329;48.895077
2.268329;48.896849
2.268329;48.898620
2.268329;48.900392
2.268329;48.902164
2.268329;48.903935
2.271024;48.815284
2.271024;48.817059
2.271024;48.818833
2.271024;48.820607
2.271024;48.822382
2.271024;48.824156
2.271024;48.825930
2.271024;48.827705
2.271024;48.829479
2.271024;48.831253
2.271024;48.833027
2.271024;48.834801
2.271024;48.836575
2.271024;48.838348
2.271024;48.840122
2.271024;48.841896
2.271024;48.843669
2.271024;48.845443
2.271024;48.847216
2.271024;48.848990
2.271024;48.850763
2.271024;48.852537
2.271024;48.854310
2.271024;48.856083
2.271024;48.857856
2.271024;48.859629
2.271024;48.861402
2.271024;48.863175
2.271024;48.864948
2.271024;48.866721
2.271024;48.868493
2.271024;48.870266
2.271024;48.872039
2.271024;48.873811
2.271024;48.875584
2.271024;48.877356
2.271024;48.879129
2.271024;48.880901
2.271024;48.882673
2.271024;48.884445
2.271024;48.886217
2.271024;48.887989
2.271024;48.889761
2.271024;48.891533
2.271024;48.893305
2.271024;48.895077
2.271024;48.896849
2.271024;48.898620
2.271024;48.900392
2.271024;48.902164
2.271024;48.903935
2.273719;48.815284
2.273719;48.817059
2.273719;48.818833
2.273719;48.820607
2.273719;48.822382
2.273719;48.824156
2.273719;48.825930
2.273719;48.827705
2.273719;48.829479
2.273719;48.831253
2.273719;48.833027
2.273719;48.834801
2.273719;48.836575
2.273719;48.838348
2.273719;48.840122
2.273719;48.841896
2.273719;48.843669
2.273719;48.845443
2.273719;48.847216
2.273719;48.848990
2.273719;48.850763
2.273719;48.852537
2.273719;48.854310
2.273719;48.856083
2.273719;48.857856
2.273719;48.859629
2.273719;48.861402
2.273719;48.863175
2.273719;48.864948
2.273719;48.866721
2.273719;48.868493
2.273719;48.870266
2.273719;48.872039
2.273719;48.873811
2.273719;48.875584
2.273719;48.877356
2.273719;48.879129
2.273719;48.880901
2.273719;48.882673
2.273719;48.884445
2.273719;48.886217
2.273719;48.887989
2.273719;48.889761
2.273719;48.891533
2.273719;48.893305
2.273719;48.895077
2.273719;48.896849
2.273719;48.898620
2.273719;48.900392
2.273719;48.902164
2.273719;48.903935
2.276413;48.815284
2.276413;48.817059
2.276413;48.818833
2.276413;48.820607
2.276413;48.822382
2.276413;48.824156
2.276413;48.825930
2.276413;48.827705
2.276413;48.829479
2.276413;48.831253
2.276413;48.833027
2.276413;48.834801
2.276413;48.836575
2.276413;48.838348
2.276413;48.840122
2.276413;48.841896
2.276413;48.843669
2.276413;48.845443
2.276413;48.847216
2.276413;48.848990
2.276413;48.850763
2.276413;48.852537
2.276413;48.854310
2.276413;48.856083
2.276413;48.857856
2.276413;48.859629
2.276413;48.861402
2.276413;48.863175
2.276413;48.864948
2.276413;48.866721
2.276413;48.868493
2.276413;48.870266
2.276413;48.872039
2.276413;48.873811
2.276413;48.875584
2.276413;48.877356
2.276413;48.879129
2.276413;48.880901
2.276413;48.882673
2.276413;48.884445
2.276413;48.886217
2.276413;48.887989
2.276413;48.889761
2.276413;48.891533
2.276413;48.893305
2.276413;48.895077
2.276413;48.896849
2.276413;48.898620
2.276413;48.900392
2.276413;48.902164
2.276413;48.903935
2.279108;48.815284
2.279108;48.817059
2.279108;48.818833
2.279108;48.820607
2.279108;48.822382
2.279108;48.824156
2.279108;48.825930
2.279108;48.827705
2.279108;48.829479
2.279108;48.831253
2.279108;48.833027
2.279108;48.834801
2.279108;48.836575
2.279108;48.838348
2.279108;48.840122
2.279108;48.841896
2.279108;48.843669
2.279108;48.845443
2.279108;48.847216
2.279108;48.848990
2.279108;48.850763
2.279108;48.852537
2.279108;48.854310
2.279108;48.856083
2.279108;48.857856
2.279108;48.859629
2.279108;48.861402
2.279108;48.863175
2.279108;48.864948
2.279108;48.866721
2.279108;48.868493
2.279108;48.870266
2.279108;48.872039
2.279108;48.873811
2.279108;48.875584
2.279108;48.877356
2.279108;48.879129
2.279108;48.880901
2.279108;48.882673
2.279108;48.884445
2.279108;48.886217
2.279108;48.887989
2.279108;48.889761
2.279108;48.891533
2.279108;48.893305
2.279108;48.895077
2.279108;48.896849
2.279108;48.898620
2.279108;48.900392
2.279108;48.902164
2.279108;48.903935
2.281803;48.815284
2.281803;48.817059
2.281803;48.818833
2.281803;48.820607
2.281803;48.822382
2.281803;48.824156
2.281803;48.825930
2.281803;48.827705
2.281803;48.829479
2.281803;48.831253
2.281803;48.833027
2.281803;48.834801
2.281803;48.836575
2.281803;48.838348
2.281803;48.840122
2.281803;48.841896
2.281803;48.843669
2.281803;48.845443
2.281803;48.847216
2.281803;48.848990
2.281803;48.850763
2.281803;48.852537
2.281803;48.854310
2.281803;48.856083
2.281803;48.857856
2.281803;48.859629
2.281803;48.861402
2.281803;48.863175
2.281803;48.864948
2.281803;48.866721
2.281803;48.868493
2.281803;48.870266
2.281803;48.872039
2.281803;48.873811
2.281803;48.875584
2.281803;48.877356
2.281803;48.879129
2.281803;48.880901
2.281803;48.882673
2.281803;48.884445
2.281803;48.886217
2.281803;48.887989
2.281803;48.889761
2.281803;48.891533
2.281803;48.893305
2.281803;48.895077
2.281803;48.896849
2.281803;48.898620
2.281803;48.900392
2.281803;48.902164
2.281803;48.903935
2.284498;48.815284
2.284498;48.817059
2.284498;48.818833
2.284498;48.820607
2.284498;48.822382
2.284498;48.824156
2.284498;48.825930
2.284498;48.827705
2.284498;48.829479
2.284498;48.831253
2.284498;48.833027
2.284498;48.834801
2.284498;48.836575
2.284498;48.838348
2.284498;48.840122
2.284498;48.841896
2.284498;48.843669
2.284498;48.845443
2.284498;48.847216
2.284498;48.848990
2.284498;48.850763
2.284498;48.852537
2.284498;48.854310
2.284498;48.856083
2.284498;48.857856
2.284498;48.859629
2.284498;48.861402
2.284498;48.863175
2.284498;48.864948
2.284498;48.866721
2.284498;48.868493
2.284498;48.870266
2.284498;48.872039
2.284498;48.873811
2.284498;48.875584
2.284498;48.877356
2.284498;48.879129
2.284498;48.880901
2.284498;48.882673
2.284498;48.884445
2.284498;48.886217
2.284498;48.887989
2.284498;48.889761
2.284498;48.891533
2.284498;48.893305
2.284498;48.895077
2.284498;48.896849
2.284498;48.898620
2.284498;48.900392
2.284498;48.902164
2.284498;48.903935
2.287193;48.815284
2.287193;48.817059
2.287193;48.818833
2.287193;48.820607
2.287193;48.822382
2.287193;48.824156
2.287193;48.825930
2.287193;48.827705
2.287193;48.829479
2.287193;48.831253
2.287193;48.833027
2.287193;48.834801
2.287193;48.836575
2.287193;48.838348
2.287193;48.840122
2.287193;48.841896
2.287193;48.843669
2.287193;48.845443
2.287193;48.847216
2.287193;48.848990
2.287193;48.850763
2.287193;48.852537
2.287193;48.854310
2.287193;48.856083
2.287193;48.857856
2.287193;48.859629
2.287193;48.861402
2.287193;48.863175
2.287193;48.864948
2.287193;48.866721
2.287193;48.868493
2.287193;48.870266
2.287193;48.872039
2.287193;48.873811
2.287193;48.875584
2.287193;48.877356
2.287193;48.879129
2.287193;48.880901
2.287193;48.882673
2.287193;48.884445
2.287193;48.886217
2.287193;48.887989
2.287193;48.889761
2.287193;48.891533
2.287193;48.893305
2.287193;48.895077
2.287193;48.896849
2.287193;48.898620
2.287193;48.900392
2.287193;48.902164
2.287193;48.903935
2.289888;48.815284
2.289888;48.817059
2.289888;48.818833
2.289888;48.820607
2.289888;48.822382
2.289888;48.824156
2.289888;48.825930
2.289888;48.827705
2.289888;48.829479
2.289888;48.831253
2.289888;48.833027
2.289888;48.834801
2.289888;48.836575
2.289888;48.838348
2.289888;48.840122
2.289888;48.841896
2.289888;48.843669
2.289888;48.845443
2.289888;48.847216
2.289888;48.848990
2.289888;48.850763
2.289888;48.852537
2.289888;48.854310
2.289888;48.856083
2.289888;48.857856
2.289888;48.859629
2.289888;48.861402
2.289888;48.863175
2.289888;48.864948
2.289888;48.866721
2.289888;48.868493
2.289888;48.870266
2.289888;48.872039
2.289888;48.873811
2.289888;48.875584
2.289888;48.877356
2.289888;48.879129
2.289888;48.880901
2.289888;48.882673
2.289888;48.884445
2.289888;48.886217
2.289888;48.887989
2.289888;48.889761
2.289888;48.891533
2.289888;48.893305
2.289888;48.895077
2.289888;48.896849
2.289888;48.898620
2.289888;48.900392
2.289888;48.902164
2.289888;48.903935
2.292583;48.815284
2.292583;48.817059
2.292583;48.818833
2.292583;48.820607
2.292583;48.822382
2.292583;48.824156
2.292583;48.825930
2.292583;48.827705
2.292583;48.829479
2.292583;48.831253
2.292583;48.833027
2.292583;48.834801
2.292583;48.836575
2.292583;48.838348
2.292583;48.840122
2.292583;48.841896
2.292583;48.843669
2.292583;48.845443
2.292583;48.847216
2.292583;48.848990
2.292583;48.850763
2.292583;48.852537
2.292583;48.854310
2.292583;48.856083
2.292583;48.857856
2.292583;48.859629
2.292583;48.861402
2.292583;48.863175
2.292583;48.864948
2.292583;48.866721
2.292583;48.868493
2.292583;48.870266
2.292583;48.872039
2.292583;48.873811
2.292583;48.875584
2.292583;48.877356
2.292583;48.879129
2.292583;48.880901
2.292583;48.882673
2.292583;48.884445
2.292583;48.886217
2.292583;48.887989
2.292583;48.889761
2.292583;48.891533
2.292583;48.893305
2.292583;48.895077
2.292583;48.896849
2.292583;48.898620
2.292583;48.900392
2.292583;48.902164
2.292583;48.903935
2.295278;48.815284
2.295278;48.817059
2.295278;48.818833
2.295278;48.820607
2.295278;48.822382
2.295278;48.824156
2.295278;48.825930
2.295278;48.827705
2.295278;48.829479
2.295278;48.831253
2.295278;48.833027
2.295278;48.834801
2.295278;48.836575
2.295278;48.838348
2.295278;48.840122
2.295278;48.841896
2.295278;48.843669
2.295278;48.845443
2.295278;48.847216
2.295278;48.848990
2.295278;48.850763
2.295278;48.852537
2.295278;48.854310
2.295278;48.856083
2.295278;48.857856
2.295278;48.859629
2.295278;48.861402
2.295278;48.863175
2.295278;48.864948
2.295278;48.866721
2.295278;48.868493
2.295278;48.870266
2.295278;48.872039
2.295278;48.873811
2.295278;48.875584
2.295278;48.877356
2.295278;48.879129
2.295278;48.880901
2.295278;48.882673
2.295278;48.884445
2.295278;48.886217
2.295278;48.887989
2.295278;48.889761
2.295278;48.891533
2.295278;48.893305
2.295278;48.895077
2.295278;48.896849
2.295278;48.898620
2.295278;48.900392
2.295278;48.902164
2.295278;48.903935
2.297973;48.815284
2.297973;48.817059
2.297973;48.818833
2.297973;48.820607
2.297973;48.822382
2.297973;48.824156
2.297973;48.825930
2.297973;48.827705
2.297973;48.829479
2.297973;48.831253
2.297973;48.833027
2.297973;48.834801
2.297973;48.836575
2.297973;48.838348
2.297973;48.840122
2.297973;48.841896
2.297973;48.843669
2.297973;48.845443
2.297973;48.847216
2.297973;48.848990
2.297973;48.850763
2.297973;48.852537
2.297973;48.854310
2.297973;48.856083
2.297973;48.857856
2.297973;48.859629
2.297973;48.861402
2.297973;48.863175
2.297973;48.864948
2.297973;48.866721
2.297973;48.868493
2.297973;48.870266
2.297973;48.872039
2.297973;48.873811
2.297973;48.875584
2.297973;48.877356
2.297973;48.879129
2.297973;48.880901
2.297973;48.882673
2.297973;48.884445
2.297973;48.886217
2.297973;48.887989
2.297973;48.889761
2.297973;48.891533
2.297973;48.893305
2.297973;48.895077
2.297973;48.896849
2.297973;48.898620
2.297973;48.900392
2.297973;48.902164
2.297973;48.903935
2.300668;48.815284
2.300668;48.817059
2.300668;48.818833
2.300668;48.820607
2.300668;48.822382
2.300668;48.824156
2.300668;48.825930
2.300668;48.827705
2.300668;48.829479
2.300668;48.831253
2.300668;48.833027
2.300668;48.834801
2.300668;48.836575
2.300668;48.838348
2.300668;48.840122
2.300668;48.841896
2.300668;48.843669
2.300668;48.845443
2.300668;48.847216
2.300668;48.848990
2.300668;48.850763
2.300668;48.852537
2.300668;48.854310
2.300668;48.856083
2.300668;48.857856
2.300668;48.859629
2.300668;48.861402
2.300668;48.863175
2.300668;48.864948
2.300668;48.866721
2.300668;48.868493
2.300668;48.870266
2.300668;48.872039
2.300668;48.873811
2.300668;48.875584
2.300668;48.877356
2.300668;48.879129
2.300668;48.880901
2.300668;48.882673
2.300668;48.884445
2.300668;48.886217
2.300668;48.887989
2.300668;48.889761
2.300668;48.891533
2.300668;48.893305
2.300668;48.895077
2.300668;48.896849
2.300668;48.898620
2.300668;48.900392
2.300668;48.902164
2.300668;48.903935
2.303363;48.815284
2.303363;48.817059
2.303363;48.818833
2.303363;48.820607
2.303363;48.822382
2.303363;48.824156
2.303363;48.825930
2.303363;48.827705
2.303363;48.829479
2.303363;48.831253
2.303363;48.833027
2.303363;48.834801
2.303363;48.836575
2.303363;48.838348
2.303363;48.840122
2.303363;48.841896
2.303363;48.843669
2.303363;48.845443
2.303363;48.847216
2.303363;48.848990
2.303363;48.850763
2.303363;48.852537
2.303363;48.854310
2.303363;48.856083
2.303363;48.857856
2.303363;48.859629
2.303363;48.861402
2.303363;48.863175
2.303363;48.864948
2.303363;48.866721
2.303363;48.868493
2.303363;48.870266
2.303363;48.872039
2.303363;48.873811
2.303363;48.875584
2.303363;48.877356
2.303363;48.879129
2.303363;48.880901
2.303363;48.882673
2.303363;48.884445
2.303363;48.886217
2.303363;48.887989
2.303363;48.889761
2.303363;48.891533
2.303363;48.893305
2.303363;48.895077
2.303363;48.896849
2.303363;48.898620
2.303363;48.900392
2.303363;48.902164
2.303363;48.903935
2.306058;48.815284
2.306058;48.817059
2.306058;48.818833
2.306058;48.820607
2.306058;48.822382
2.306058;48.824156
2.306058;48.825930
2.306058;48.827705
2.306058;48.829479
2.306058;48.831253
2.306058;48.833027
2.306058;48.834801
2.306058;48.836575
2.306058;48.838348
2.306058;48.840122
2.306058;48.841896
2.306058;48.843669
2.306058;48.845443
2.306058;48.847216
2.306058;48.848990
2.306058;48.850763
2.306058;48.852537
2.306058;48.854310
2.306058;48.856083
2.306058;48.857856
2.306058;48.859629
2.306058;48.861402
2.306058;48.863175
2.306058;48.864948
2.306058;48.866721
2.306058;48.868493
2.306058;48.870266
2.306058;48.872039
2.306058;48.873811
2.306058;48.875584
2.306058;48.877356
2.306058;48.879129
2.306058;48.880901
2.306058;48.882673
2.306058;48.884445
2.306058;48.886217
2.306058;48.887989
2.306058;48.889761
2.306058;48.891533
2.306058;48.893305
2.306058;48.895077
2.306058;48.896849
2.306058;48.898620
2.306058;48.900392
2.306058;48.902164
2.306058;48.903935
2.308753;48.815284
2.308753;48.817059
2.308753;48.818833
2.308753;48.820607
2.308753;48.822382
2.308753;48.824156
2.308753;48.825930
2.308753;48.827705
2.308753;48.829479
2.308753;48.831253
2.308753;48.833027
2.308753;48.834801
2.308753;48.836575
2.308753;48.838348
2.308753;48.840122
2.308753;48.841896
2.308753;48.843669
2.308753;48.845443
2.308753;48.847216
2.308753;48.848990
2.308753;48.850763
2.308753;48.852537
2.308753;48.854310
2.308753;48.856083
2.308753;48.857856
2.308753;48.859629
2.308753;48.861402
2.308753;48.863175
2.308753;48.864948
2.308753;48.866721
2.308753;48.868493
2.308753;48.870266
2.308753;48.872039
2.308753;48.873811
2.308753;48.875584
2.308753;48.877356
2.308753;48.879129
2.308753;48.880901
2.308753;48.882673
2.308753;48.884445
2.308753;48.886217
2.308753;48.887989
2.308753;48.889761
2.308753;48.891533
2.308753;48.893305
2.308753;48.895077
2.308753;48.896849
2.308753;48.898620
2.308753;48.900392
2.308753;48.902164
2.308753;48.903935
2.311448;48.815284
2.311448;48.817059
2.311448;48.818833
2.311448;48.820607
2.311448;48.822382
2.311448;48.824156
2.311448;48.825930
2.311448;48.827705
2.311448;48.829479
2.311448;48.831253
2.311448;48.833027
2.311448;48.834801
2.311448;48.836575
2.311448;48.838348
2.311448;48.840122
2.311448;48.841896
2.311448;48.843669
2.311448;48.845443
2.311448;48.847216
2.311448;48.848990
2.311448;48.850763
2.311448;48.852537
2.311448;48.854310
2.311448;48.856083
2.311448;48.857856
2.311448;48.859629
2.311448;48.861402
2.311448;48.863175
2.311448;48.864948
2.311448;48.866721
2.311448;48.868493
2.311448;48.870266
2.311448;48.872039
2.311448;48.873811
2.311448;48.875584
2.311448;48.877356
2.311448;48.879129
2.311448;48.880901
2.311448;48.882673
2.311448;48.884445
2.311448;48.886217
2.311448;48.887989
2.311448;48.889761
2.311448;48.891533
2.311448;48.893305
2.311448;48.895077
2.311448;48.896849
2.311448;48.898620
2.311448;48.900392
2.311448;48.902164
2.311448;48.903935
2.314143;48.815284
2.314143;48.817059
2.314143;48.818833
2.314143;48.820607
2.314143;48.822382
2.314143;48.824156
2.314143;48.825930
2.314143;48.827705
2.314143;48.829479
2.314143;48.831253
2.314143;48.833027
2.314143;48.834801
2.314143;48.836575
2.314143;48.838348
2.314143;48.840122
2.314143;48.841896
2.314143;48.843669
2.314143;48.845443
2.314143;48.847216
2.314143;48.848990
2.314143;48.850763
2.314143;48.852537
2.314143;48.854310
2.314143;48.856083
2.314143;48.857856
2.314143;48.859629
2.314143;48.861402
2.314143;48.863175
2.314143;48.864948
2.314143;48.866721
2.314143;48.868493
2.314143;48.870266
2.314143;48.872039
2.314143;48.873811
2.314143;48.875584
2.314143;48.877356
2.314143;48.879129
2.314143;48.880901
2.314143;48.882673
2.314143;48.884445
2.314143;48.886217
2.314143;48.887989
2.314143;48.889761
2.314143;48.891533
2.314143;48.893305
2.314143;48.895077
2.314143;48.896849
2.314143;48.898620
2.314143;48.900392
2.314143;48.902164
2.314143;48.903935
2.316838;48.815284
2.316838;48.817059
2.316838;48.818833
2.316838;48.820607
2.316838;48.822382
2.316838;48.824156
2.316838;48.825930
2.316838;48.827705
2.316838;48.829479
2.316838;48.831253
2.316838;48.833027
2.316838;48.834801
2.316838;48.836575
2.316838;48.838348
2.316838;48.840122
2.316838;48.841896
2.316838;48.843669
2.316838;48.845443
2.316838;48.847216
2.316838;48.848990
2.316838;48.850763
2.316838;48.852537
2.316838;48.854310
2.316838;48.856083
2.316838;48.857856
2.316838;48.859629
2.316838;48.861402
2.316838;48.863175
2.316838;48.864948
2.316838;48.866721
2.316838;48.868493
2.316838;48.870266
2.316838;48.872039
2.316838;48.873811
2.316838;48.875584
2.316838;48.877356
2.316838;48.879129
2.316838;48.880901
2.316838;48.882673
2.316838;48.884445
2.316838;48.886217
2.316838;48.887989
2.316838;48.889761
2.316838;48.891533
2.316838;48.893305
2.316838;48.895077
2.316838;48.896849
2.316838;48.898620
2.316838;48.900392
2.316838;48.902164
2.316838;48.903935
2.319533;48.815284
2.319533;48.817059
2.319533;48.818833
2.319533;48.820607
2.319533;48.822382
2.319533;48.824156
2.319533;48.825930
2.319533;48.827705
2.319533;48.829479
2.319533;48.831253
2.319533;48.833027
2.319533;48.834801
2.319533;48.836575
2.319533;48.838348
2.319533;48.840122
2.319533;48.841896
2.319533;48.843669
2.319533;48.845443
2.319533;48.847216
2.319533;48.848990
2.319533;48.850763
2.319533;48.852537
2.319533;48.854310
2.319533;48.856083
2.319533;48.857856
2.319533;48.859629
2.319533;48.861402
2.319533;48.863175
2.319533;48.864948
2.319533;48.866721
2.319533;48.868493
2.319533;48.870266
2.319533;48.872039
2.319533;48.873811
2.319533;48.875584
2.319533;48.877356
2.319533;48.879129
2.319533;48.880901
2.319533;48.882673
2.319533;48.884445
2.319533;48.886217
2.319533;48.887989
2.319533;48.889761
2.319533;48.891533
2.319533;48.893305
2.319533;48.895077
2.319533;48.896849
2.319533;48.898620
2.319533;48.900392
2.319533;48.902164
2.319533;48.903935
2.322228;48.815284
2.322228;48.817059
2.322228;48.818833
2.322228;48.820607
2.322228;48.822382
2.322228;48.824156
2.322228;48.825930
2.322228;48.827705
2.322228;48.829479
2.322228;48.831253
2.322228;48.833027
2.322228;48.834801
2.322228;48.836575
2.322228;48.838348
2.322228;48.840122
2.322228;48.841896
2.322228;48.843669
2.322228;48.845443
2.322228;48.847216
2.322228;48.848990
2.322228;48.850763
