,point index,point latitude,point longitude,venue,venue latitude,venue longitude,final category tag id,final category tag
68,52,48.864947938091596,2.2548538917047223,Jardin du Pré Catelan,48.8650253061914,2.2527122497558594,4d4b7105d754a06377d81259,Outdoors & Recreation
69,52,48.864947938091596,2.2548538917047223,Les Mousquetaires,48.864673,2.25622,4bf58dd8d48988d10c941735,French Restaurant
70,58,48.834800705675384,2.257548837557081,Mercure Aparthotel Le Scenario,48.83395847614657,2.256216169108773,4bf58dd8d48988d1fa931735,Hotel
71,58,48.834800705675384,2.257548837557081,Parc des enfants du paradis,48.833364,2.257729,4d4b7105d754a06377d81259,Outdoors & Recreation
72,58,48.834800705675384,2.257548837557081,Le Point du jour,48.83384760492382,2.2574661138651964,4d4b7105d754a06374d81259,Food
73,58,48.834800705675384,2.257548837557081,La Place,48.833736,2.2574253,4bf58dd8d48988d10c941735,French Restaurant
74,58,48.834800705675384,2.257548837557081,Croisette Café,48.83384419962902,2.257094812772855,4bf58dd8d48988d1e0931735,Coffee Shop
75,59,48.83657457476149,2.257548837557081,Les Caves Angevines,48.837782967682756,2.2595152157699663,4bf58dd8d48988d116941735,Bar
76,59,48.83657457476149,2.257548837557081,Le Cardinal,48.83762945953403,2.2571654353080395,4bf58dd8d48988d10c941735,French Restaurant
77,59,48.83657457476149,2.257548837557081,Hoki Sushi,48.837625916250644,2.2580699622631073,4bf58dd8d48988d111941735,Japanese Restaurant
78,59,48.83657457476149,2.257548837557081,Indiana Café,48.837709442478804,2.2579345107078552,4bf58dd8d48988d116941735,Bar
79,59,48.83657457476149,2.257548837557081,Place de la Porte de Saint-Cloud,48.83788068736179,2.2570037841796875,4bf58dd8d48988d164941735,Plaza
80,59,48.83657457476149,2.257548837557081,Les Fontaines,48.83787539113707,2.2578944242559373,4bf58dd8d48988d10c941735,French Restaurant
81,59,48.83657457476149,2.257548837557081,Hôtel Murat,48.837322617909855,2.2587996218198207,4bf58dd8d48988d1fa931735,Hotel
82,60,48.83834838103579,2.257548837557081,L'Affiche,48.837831955813655,2.2595157833069104,4bf58dd8d48988d10c941735,French Restaurant
83,60,48.83834838103579,2.257548837557081,Les Caves Angevines,48.837782967682756,2.2595152157699663,4bf58dd8d48988d116941735,Bar
84,60,48.83834838103579,2.257548837557081,Le Cardinal,48.83762945953403,2.2571654353080395,4bf58dd8d48988d10c941735,French Restaurant
85,60,48.83834838103579,2.257548837557081,Le Palais du Bonheur,48.83919766452674,2.2578728199005127,4bf58dd8d48988d145941735,Chinese Restaurant
86,60,48.83834838103579,2.257548837557081,New Delice's,48.838819,2.257686,4bf58dd8d48988d1c4941735,Restaurant
87,60,48.83834838103579,2.257548837557081,Carrefour City,48.83940421142353,2.2575241327285767,4bf58dd8d48988d1f9941735,Food & Drink Shop
88,60,48.83834838103579,2.257548837557081,Hoki Sushi,48.837625916250644,2.2580699622631073,4bf58dd8d48988d111941735,Japanese Restaurant
89,60,48.83834838103579,2.257548837557081,Indiana Café,48.837709442478804,2.2579345107078552,4bf58dd8d48988d116941735,Bar
90,60,48.83834838103579,2.257548837557081,Les Princes,48.838971697715344,2.2554481029510494,4bf58dd8d48988d10c941735,French Restaurant
91,60,48.83834838103579,2.257548837557081,Place de la Porte de Saint-Cloud,48.83788068736179,2.2570037841796875,4bf58dd8d48988d164941735,Plaza
92,60,48.83834838103579,2.257548837557081,Les Fontaines,48.83787539113707,2.2578944242559373,4bf58dd8d48988d10c941735,French Restaurant
93,60,48.83834838103579,2.257548837557081,Aux Trois Obus,48.83851153557125,2.2568896065649366,4d4b7105d754a06374d81259,Food
94,60,48.83834838103579,2.257548837557081,Hôtel Murat,48.837322617909855,2.2587996218198207,4bf58dd8d48988d1fa931735,Hotel
95,60,48.83834838103579,2.257548837557081,L'Atelier des Pains,48.83941749599882,2.257156779757877,4bf58dd8d48988d16a941735,Bakery
96,61,48.840122124498826,2.257548837557081,La Garçonnière,48.84051928239303,2.2580773383378983,4bf58dd8d48988d10c941735,French Restaurant
97,61,48.840122124498826,2.257548837557081,Le Palais du Bonheur,48.83919766452674,2.2578728199005127,4bf58dd8d48988d145941735,Chinese Restaurant
98,61,48.840122124498826,2.257548837557081,Marius,48.84137586512368,2.25603539048403,4bf58dd8d48988d10c941735,French Restaurant
99,61,48.840122124498826,2.257548837557081,New Delice's,48.838819,2.257686,4bf58dd8d48988d1c4941735,Restaurant
100,61,48.840122124498826,2.257548837557081,Carrefour City,48.83940421142353,2.2575241327285767,4bf58dd8d48988d1f9941735,Food & Drink Shop
101,61,48.840122124498826,2.257548837557081,Les Princes,48.838971697715344,2.2554481029510494,4bf58dd8d48988d10c941735,French Restaurant
102,61,48.840122124498826,2.257548837557081,Aux Trois Obus,48.83851153557125,2.2568896065649366,4d4b7105d754a06374d81259,Food
103,61,48.840122124498826,2.257548837557081,Brindille,48.84064886492311,2.2559399774602786,4bf58dd8d48988d10c941735,French Restaurant
104,61,48.840122124498826,2.257548837557081,L'Atelier des Pains,48.83941749599882,2.257156779757877,4bf58dd8d48988d16a941735,Bakery
105,62,48.84189580515111,2.257548837557081,La Garçonnière,48.84051928239303,2.2580773383378983,4bf58dd8d48988d10c941735,French Restaurant
106,62,48.84189580515111,2.257548837557081,Élysées Hong-Kong,48.84169783426266,2.2590860358338647,4bf58dd8d48988d145941735,Chinese Restaurant
107,62,48.84189580515111,2.257548837557081,Marius,48.84137586512368,2.25603539048403,4bf58dd8d48988d10c941735,French Restaurant
108,63,48.843669422993166,2.257548837557081,Pharmacie Exelmans,48.84333550150235,2.2593563748523593,4bf58dd8d48988d10f951735,Pharmacy
109,63,48.843669422993166,2.257548837557081,Casa Murat,48.84398214381312,2.2569036227120125,4bf58dd8d48988d110941735,Italian Restaurant
110,64,48.845442978025524,2.257548837557081,Casa Murat,48.84398214381312,2.2569036227120125,4bf58dd8d48988d110941735,Italian Restaurant
111,64,48.845442978025524,2.257548837557081,Carrefour,48.846584,2.255542,4bf58dd8d48988d1f9941735,Food & Drink Shop
112,64,48.845442978025524,2.257548837557081,Porte Molitor,48.845838515087394,2.256038188934326,4bf58dd8d48988d164941735,Plaza
113,64,48.845442978025524,2.257548837557081,Délices d'Asie,48.84597552294727,2.2592733581323525,4bf58dd8d48988d145941735,Chinese Restaurant
114,64,48.845442978025524,2.257548837557081,Brasserie Moliteuil,48.845209574085416,2.2577722370624542,4bf58dd8d48988d10c941735,French Restaurant
115,65,48.8472164702487,2.257548837557081,CMG Sports Club Waou Auteuil,48.84706323719988,2.259934572165373,4f4528bc4b90abdf24c9de85,Athletics & Sports
116,65,48.8472164702487,2.257548837557081,Le Murat,48.84773899200669,2.259148317680228,4bf58dd8d48988d10c941735,French Restaurant
117,65,48.8472164702487,2.257548837557081,Les Deux Stations,48.847354,2.258922,4bf58dd8d48988d10c941735,French Restaurant
118,65,48.8472164702487,2.257548837557081,Le Congrès,48.84790683187673,2.259586546348123,4bf58dd8d48988d10c941735,French Restaurant
119,65,48.8472164702487,2.257548837557081,Carrefour,48.846584,2.255542,4bf58dd8d48988d1f9941735,Food & Drink Shop
120,65,48.8472164702487,2.257548837557081,Porte d'Auteuil,48.84788472896236,2.2578075775056625,4bf58dd8d48988d164941735,Plaza
121,65,48.8472164702487,2.257548837557081,Porte Molitor,48.845838515087394,2.256038188934326,4bf58dd8d48988d164941735,Plaza
122,65,48.8472164702487,2.257548837557081,Délices d'Asie,48.84597552294727,2.2592733581323525,4bf58dd8d48988d145941735,Chinese Restaurant
123,66,48.848989899663245,2.257548837557081,Auteuil Brasserie,48.848332,2.259869,4bf58dd8d48988d10c941735,French Restaurant
124,66,48.848989899663245,2.257548837557081,Le Murat,48.84773899200669,2.259148317680228,4bf58dd8d48988d10c941735,French Restaurant
125,66,48.848989899663245,2.257548837557081,Le Congrès,48.84790683187673,2.259586546348123,4bf58dd8d48988d10c941735,French Restaurant
126,66,48.848989899663245,2.257548837557081,Porte d'Auteuil,48.84788472896236,2.2578075775056625,4bf58dd8d48988d164941735,Plaza
127,67,48.85076326626965,2.257548837557081,Porte de St Cloud,48.85141592797634,2.2590429237187726,4bf58dd8d48988d164941735,Plaza
128,68,48.85253657006846,2.257548837557081,Jockey Disque,48.853783,2.255724,4d4b7105d754a06376d81259,Nightlife Spot
129,69,48.854309811060205,2.257548837557081,"Bel Ami, Paris",48.85482962261311,2.255354799557418,4bf58dd8d48988d1c4941735,Restaurant
130,69,48.854309811060205,2.257548837557081,Jockey Disque,48.853783,2.255724,4d4b7105d754a06376d81259,Nightlife Spot
131,71,48.85785610462457,2.257548837557081,Cirque Alexis Gruss,48.857376174738775,2.2549706436455645,4d4b7104d754a06370d81259,Arts & Entertainment
132,71,48.85785610462457,2.257548837557081,Chalet Les Bosquettes,48.85802397520103,2.2552598899734524,4d4b7105d754a06374d81259,Food
133,74,48.86317507393124,2.257548837557081,Lagardère Paris Racing,48.86432203234668,2.2557687603619034,4f4528bc4b90abdf24c9de85,Athletics & Sports
134,74,48.86317507393124,2.257548837557081,Les Mousquetaires,48.864673,2.25622,4bf58dd8d48988d10c941735,French Restaurant
135,75,48.864947938091596,2.257548837557081,Lagardère Paris Racing,48.86432203234668,2.2557687603619034,4f4528bc4b90abdf24c9de85,Athletics & Sports
136,75,48.864947938091596,2.257548837557081,Les Mousquetaires,48.864673,2.25622,4bf58dd8d48988d10c941735,French Restaurant
137,80,48.87381131685318,2.257548837557081,Le Tir aux Pigeons,48.87406471093616,2.259837721096154,4bf58dd8d48988d10c941735,French Restaurant
138,80,48.87381131685318,2.257548837557081,Restaurant Les Deux Etangs,48.874003,2.259819,4bf58dd8d48988d10c941735,French Restaurant
139,80,48.87381131685318,2.257548837557081,les pavillons des etangs,48.874147,2.260053,4d4b7105d754a06376d81259,Nightlife Spot
140,81,48.875583804201156,2.257548837557081,Chalet La Pause Verte,48.87566490238778,2.256069406211673,4d4b7105d754a06374d81259,Food
141,82,48.87735622874891,2.257548837557081,La terasse 34,48.87765695456675,2.2560117457858455,4bf58dd8d48988d116941735,Bar
142,84,48.83657457476149,2.2602437834094395,L'Affiche,48.837831955813655,2.2595157833069104,4bf58dd8d48988d10c941735,French Restaurant
143,84,48.83657457476149,2.2602437834094395,Les Caves Angevines,48.837782967682756,2.2595152157699663,4bf58dd8d48988d116941735,Bar
144,84,48.83657457476149,2.2602437834094395,A&M,48.83699668575035,2.2618299113759024,4bf58dd8d48988d10c941735,French Restaurant
145,84,48.83657457476149,2.2602437834094395,Hoki Sushi,48.837625916250644,2.2580699622631073,4bf58dd8d48988d111941735,Japanese Restaurant
146,84,48.83657457476149,2.2602437834094395,Hôtel Murat,48.837322617909855,2.2587996218198207,4bf58dd8d48988d1fa931735,Hotel
147,85,48.83834838103579,2.2602437834094395,L'Affiche,48.837831955813655,2.2595157833069104,4bf58dd8d48988d10c941735,French Restaurant
148,85,48.83834838103579,2.2602437834094395,Les Caves Angevines,48.837782967682756,2.2595152157699663,4bf58dd8d48988d116941735,Bar
149,85,48.83834838103579,2.2602437834094395,A&M,48.83699668575035,2.2618299113759024,4bf58dd8d48988d10c941735,French Restaurant
150,85,48.83834838103579,2.2602437834094395,Le Palais du Bonheur,48.83919766452674,2.2578728199005127,4bf58dd8d48988d145941735,Chinese Restaurant
151,85,48.83834838103579,2.2602437834094395,New Delice's,48.838819,2.257686,4bf58dd8d48988d1c4941735,Restaurant
152,85,48.83834838103579,2.2602437834094395,Holiday Café,48.83926,2.261061,4bf58dd8d48988d10c941735,French Restaurant
153,85,48.83834838103579,2.2602437834094395,Hoki Sushi,48.837625916250644,2.2580699622631073,4bf58dd8d48988d111941735,Japanese Restaurant
154,85,48.83834838103579,2.2602437834094395,Indiana Café,48.837709442478804,2.2579345107078552,4bf58dd8d48988d116941735,Bar
155,85,48.83834838103579,2.2602437834094395,Les Fontaines,48.83787539113707,2.2578944242559373,4bf58dd8d48988d10c941735,French Restaurant
156,85,48.83834838103579,2.2602437834094395,Hôtel Murat,48.837322617909855,2.2587996218198207,4bf58dd8d48988d1fa931735,Hotel
157,85,48.83834838103579,2.2602437834094395,Aqua Loft 16,48.83877542599681,2.2612314969269285,4f4528bc4b90abdf24c9de85,Athletics & Sports
158,86,48.840122124498826,2.2602437834094395,La Garçonnière,48.84051928239303,2.2580773383378983,4bf58dd8d48988d10c941735,French Restaurant
159,86,48.840122124498826,2.2602437834094395,Élysées Hong-Kong,48.84169783426266,2.2590860358338647,4bf58dd8d48988d145941735,Chinese Restaurant
160,86,48.840122124498826,2.2602437834094395,La Cantina,48.83978364086265,2.2629221620995925,4bf58dd8d48988d110941735,Italian Restaurant
161,86,48.840122124498826,2.2602437834094395,Holiday Café,48.83926,2.261061,4bf58dd8d48988d10c941735,French Restaurant
162,86,48.840122124498826,2.2602437834094395,Le 191,48.83968785204835,2.262792543044284,4bf58dd8d48988d1c4941735,Restaurant
163,86,48.840122124498826,2.2602437834094395,Aqua Loft 16,48.83877542599681,2.2612314969269285,4f4528bc4b90abdf24c9de85,Athletics & Sports
164,87,48.84189580515111,2.2602437834094395,Pharmacie Exelmans,48.84333550150235,2.2593563748523593,4bf58dd8d48988d10f951735,Pharmacy
165,87,48.84189580515111,2.2602437834094395,Élysées Hong-Kong,48.84169783426266,2.2590860358338647,4bf58dd8d48988d145941735,Chinese Restaurant
166,87,48.84189580515111,2.2602437834094395,L'empire,48.84289659976913,2.260218052304196,4bf58dd8d48988d10c941735,French Restaurant
167,88,48.843669422993166,2.2602437834094395,Pharmacie Exelmans,48.84333550150235,2.2593563748523593,4bf58dd8d48988d10f951735,Pharmacy
168,88,48.843669422993166,2.2602437834094395,L'empire,48.84289659976913,2.260218052304196,4bf58dd8d48988d10c941735,French Restaurant
169,89,48.845442978025524,2.2602437834094395,CMG Sports Club Waou Auteuil,48.84706323719988,2.259934572165373,4f4528bc4b90abdf24c9de85,Athletics & Sports
170,89,48.845442978025524,2.2602437834094395,Délices d'Asie,48.84597552294727,2.2592733581323525,4bf58dd8d48988d145941735,Chinese Restaurant
171,89,48.845442978025524,2.2602437834094395,Brasserie Moliteuil,48.845209574085416,2.2577722370624542,4bf58dd8d48988d10c941735,French Restaurant
172,90,48.8472164702487,2.2602437834094395,Solemar,48.848418017978055,2.26107509927761,4bf58dd8d48988d1c4941735,Restaurant
173,90,48.8472164702487,2.2602437834094395,Auteuil Brasserie,48.848332,2.259869,4bf58dd8d48988d10c941735,French Restaurant
174,90,48.8472164702487,2.2602437834094395,CMG Sports Club Waou Auteuil,48.84706323719988,2.259934572165373,4f4528bc4b90abdf24c9de85,Athletics & Sports
175,90,48.8472164702487,2.2602437834094395,Le Murat,48.84773899200669,2.259148317680228,4bf58dd8d48988d10c941735,French Restaurant
176,90,48.8472164702487,2.2602437834094395,Les Deux Stations,48.847354,2.258922,4bf58dd8d48988d10c941735,French Restaurant
177,90,48.8472164702487,2.2602437834094395,Beaujolais d'Auteuil,48.848446661280505,2.260499175085806,4bf58dd8d48988d10c941735,French Restaurant
178,90,48.8472164702487,2.2602437834094395,Le Congrès,48.84790683187673,2.259586546348123,4bf58dd8d48988d10c941735,French Restaurant
179,90,48.8472164702487,2.2602437834094395,Le Moulin d'Auteuil,48.847904430344926,2.2605386883866623,4bf58dd8d48988d10c941735,French Restaurant
180,90,48.8472164702487,2.2602437834094395,Monoprix,48.84793,2.26145,4bf58dd8d48988d1f9941735,Food & Drink Shop
181,90,48.8472164702487,2.2602437834094395,Porte d'Auteuil,48.84788472896236,2.2578075775056625,4bf58dd8d48988d164941735,Plaza
182,90,48.8472164702487,2.2602437834094395,Délices d'Asie,48.84597552294727,2.2592733581323525,4bf58dd8d48988d145941735,Chinese Restaurant
183,91,48.848989899663245,2.2602437834094395,Solemar,48.848418017978055,2.26107509927761,4bf58dd8d48988d1c4941735,Restaurant
184,91,48.848989899663245,2.2602437834094395,Auteuil Brasserie,48.848332,2.259869,4bf58dd8d48988d10c941735,French Restaurant
185,91,48.848989899663245,2.2602437834094395,Le Murat,48.84773899200669,2.259148317680228,4bf58dd8d48988d10c941735,French Restaurant
186,91,48.848989899663245,2.2602437834094395,Beaujolais d'Auteuil,48.848446661280505,2.260499175085806,4bf58dd8d48988d10c941735,French Restaurant
187,91,48.848989899663245,2.2602437834094395,Le Congrès,48.84790683187673,2.259586546348123,4bf58dd8d48988d10c941735,French Restaurant
188,91,48.848989899663245,2.2602437834094395,Le Moulin d'Auteuil,48.847904430344926,2.2605386883866623,4bf58dd8d48988d10c941735,French Restaurant
189,91,48.848989899663245,2.2602437834094395,Monoprix,48.84793,2.26145,4bf58dd8d48988d1f9941735,Food & Drink Shop
190,91,48.848989899663245,2.2602437834094395,Wine-Sitting,48.848542,2.262436,4bf58dd8d48988d1f9941735,Food & Drink Shop
191,92,48.85076326626965,2.2602437834094395,Porte de St Cloud,48.85141592797634,2.2590429237187726,4bf58dd8d48988d164941735,Plaza
192,99,48.86317507393124,2.2602437834094395,Le Chalet des Îles,48.86338371913801,2.2604072169265326,4bf58dd8d48988d10c941735,French Restaurant
193,100,48.864947938091596,2.2602437834094395,Le Chalet des Îles,48.86338371913801,2.2604072169265326,4bf58dd8d48988d10c941735,French Restaurant
194,101,48.866720739448574,2.2602437834094395,Châlet Les Bosquettes,48.867197,2.261712,4d4b7105d754a06374d81259,Food
195,102,48.86849347800269,2.2602437834094395,Châlet Les Bosquettes,48.867197,2.261712,4d4b7105d754a06374d81259,Food
196,105,48.87381131685318,2.2602437834094395,Le Tir aux Pigeons,48.87406471093616,2.259837721096154,4bf58dd8d48988d10c941735,French Restaurant
197,105,48.87381131685318,2.2602437834094395,Restaurant Les Deux Etangs,48.874003,2.259819,4bf58dd8d48988d10c941735,French Restaurant
198,105,48.87381131685318,2.2602437834094395,les pavillons des etangs,48.874147,2.260053,4d4b7105d754a06376d81259,Nightlife Spot
199,106,48.875583804201156,2.2602437834094395,Le Tir aux Pigeons,48.87406471093616,2.259837721096154,4bf58dd8d48988d10c941735,French Restaurant
200,106,48.875583804201156,2.2602437834094395,Restaurant Les Deux Etangs,48.874003,2.259819,4bf58dd8d48988d10c941735,French Restaurant
